Date,River_System,pH_Level,Temperature,Lead,Mercury,Arsenic,Nitrates,Phosphates,Dissolved_Oxygen
12/02/2018,Amazon,7.361547659,25.83041324,2.646159768,0.564546094,3.188571738,12.25380936,0.581698036,7.973649181
12/02/2018,Nile,7.164391056,23.6641801,2.719544271,0.789237182,3.942770012,10.95563112,0.607972415,9.238881258
12/02/2018,Yangtze,7.37052792,24.26198073,4.277140867,0.936218729,5.337298079,8.353967932,0.377743839,7.801574343
12/02/2018,Mississippi,7.760444663,22.71788761,4.363716411,0.509234524,3.159411272,9.428284158,0.548697921,9.424532392
12/02/2018,Danube,7.445110133,24.49810161,2.05673171,0.418805998,3.896553948,12.05168173,0.624456738,7.592140201
19/02/2018,Amazon,7.453579155,23.43454919,2.171086797,0.458539132,2.683134421,11.86387512,0.702311942,9.157313772
19/02/2018,Nile,7.408129687,27.46918518,2.96985849,0.724988488,3.691649473,16.12399721,0.703113028,7.757848615
19/02/2018,Yangtze,7.146448655,26.9879094,4.27971214,0.951881427,4.659329501,13.07726665,0.637422894,7.155715648
19/02/2018,Mississippi,8.06392228,21.98900203,3.821428713,0.552580112,3.409146134,12.75712568,0.551579928,8.303582162
19/02/2018,Danube,7.464525815,23.1140834,3.226479764,0.560490852,1.931086315,12.15677348,0.588910899,8.578409971
26/02/2018,Amazon,7.222955682,25.594329,1.804046506,0.259256455,3.125388176,,0.56382415,7.027088542
26/02/2018,Nile,7.233151253,27.41335461,3.466093446,0.942356865,3.605409038,13.99705911,0.56775807,6.562367108
26/02/2018,Yangtze,7.180612023,22.29247006,3.957898494,0.823031255,5.090962795,13.7301701,0.59749681,8.482242336
26/02/2018,Mississippi,7.779028281,27.8577823,3.735247056,0.800902443,3.902157619,10.72718885,0.633003953,7.210601957
26/02/2018,Danube,7.788317121,23.08426273,3.020614342,0.620930655,2.668670021,11.40797479,0.562734998,8.599294664
05/03/2018,Amazon,7.053026942,25.37870001,2.444675264,0.602157524,2.648866114,8.126228725,0.595709833,5.791087707
05/03/2018,Nile,7.634458861,26.63692508,3.327565865,0.667734066,2.87276064,10.71756953,0.542213987,8.064079962
05/03/2018,Yangtze,7.475741583,23.35732284,4.240954387,0.784937325,5.470033168,10.82931596,0.605222107,9.456894748
05/03/2018,Mississippi,7.816187611,28.66106776,3.535184688,0.593989607,3.508043946,10.81998136,0.557270349,8.240593244
05/03/2018,Danube,7.647254931,23.98818056,2.927718486,0.284344423,2.457507283,9.049699187,0.507662544,6.115038823
12/03/2018,Amazon,7.224751437,22.59445073,1.847819498,0.635589103,2.718499224,8.196002646,0.548906927,6.981346387
12/03/2018,Nile,7.411466994,26.22520769,3.323010403,0.799126483,3.790849754,10.41952913,0.457660142,7.91594733
12/03/2018,Yangtze,6.982361587,23.72448285,3.875399398,0.797494651,5.290086964,9.634030793,0.471772108,9.526688616
12/03/2018,Mississippi,7.929000357,26.0163631,3.832707881,0.558570802,4.104135871,12.06307559,0.589298993,6.433355107
12/03/2018,Danube,7.452158018,27.29292337,3.180943299,0.481166947,1.958726471,10.35374396,0.38810763,7.681133026
19/03/2018,Amazon,6.848212229,,2.537065079,0.626610977,2.778351612,10.60976978,0.515346201,7.651321236
19/03/2018,Nile,7.589063873,26.1159591,2.484074064,0.605715987,4.145126749,11.25945324,0.435475786,8.247064525
19/03/2018,Yangtze,6.894453481,,4.337630216,0.838154818,4.707899636,15.72331446,0.43895658,7.97611921
19/03/2018,Mississippi,8.287297003,23.94978735,3.85779174,0.624549207,3.524110203,8.843013829,0.557582662,7.473244656
19/03/2018,Danube,7.556872062,27.30359154,3.124610858,0.572815161,1.623097215,11.16432212,0.51986535,6.197165227
26/03/2018,Amazon,6.770372274,25.7813442,1.819002602,0.747569993,2.630633915,11.83394222,0.465060935,7.333117965
26/03/2018,Nile,7.202020799,25.38449079,,0.766907662,4.509469964,11.3916864,0.518799247,8.707098161
26/03/2018,Yangtze,7.254780148,24.61750644,4.035353887,,5.186270412,,0.503156486,8.712029979
26/03/2018,Mississippi,8.155100378,27.6505459,3.976585922,,3.336649241,9.755563909,0.478539507,8.212533785
26/03/2018,Danube,7.255994775,23.04600019,2.770461335,0.492737061,3.144677849,11.28929284,0.421433299,8.4655482
02/04/2018,Amazon,7.451223996,20.14430139,2.064848705,0.350817975,3.672289326,13.05603742,0.398558234,7.189217887
02/04/2018,Nile,7.495973594,23.66946687,2.553121373,0.722603217,4.098037744,9.940129295,0.507795902,7.255240146
02/04/2018,Yangtze,7.082100985,23.44363668,,0.807610458,5.330382411,13.7638266,0.870006644,7.911380155
02/04/2018,Mississippi,7.48073579,26.9318,3.553908507,0.591540973,3.989883747,9.687956395,0.608195708,6.984212583
02/04/2018,Danube,7.453784978,25.9763643,2.391238138,0.415110745,2.624693301,13.12520953,0.598906347,8.000166658
09/04/2018,Amazon,7.413541857,25.29055233,2.244800265,0.529097727,2.686802123,10.80450361,0.770646311,6.199190533
09/04/2018,Nile,7.63308883,23.75405507,3.357049418,0.580968809,3.728198186,12.85566102,0.499481137,8.487990971
09/04/2018,Yangtze,7.476506286,24.73522189,4.183879817,0.890830608,4.30014152,11.58542294,0.406155945,6.397109438
09/04/2018,Mississippi,7.845000698,27.02765719,4.158413625,0.70021253,4.31017798,15.34412609,0.484245294,7.206315518
09/04/2018,Danube,7.4203459,25.78445031,3.532345004,0.45405993,,13.36663843,0.530504931,6.17037202
16/04/2018,Amazon,6.66329137,23.91088875,2.684499519,0.540493394,,13.83846789,0.5735003,7.398686811
16/04/2018,Nile,7.776180378,24.53355885,3.140568013,0.82331828,3.661969666,9.370922801,0.580639779,8.339590754
16/04/2018,Yangtze,7.132376204,24.73422207,5.348435389,0.670308115,5.237726608,7.935558089,0.771157055,6.541989861
16/04/2018,Mississippi,8.023179736,26.75947981,3.401365799,0.672262654,3.34295503,14.64162867,0.542092368,7.194739834
16/04/2018,Danube,7.447545081,24.88091602,3.046352787,0.276046218,1.937622424,9.050753459,0.420390214,7.85554027
23/04/2018,Amazon,7.110459598,25.45275095,1.922134102,0.410812916,3.098163553,11.63041662,0.588038721,8.118901396
23/04/2018,Nile,7.551525048,28.53628335,2.953953144,0.697867861,4.345104145,11.47860027,0.492621844,8.026686667
23/04/2018,Yangtze,7.403172209,21.68373307,4.002675999,0.835267378,4.815084864,10.17207049,0.488286445,9.237952663
23/04/2018,Mississippi,7.93212817,28.08399222,3.49108977,0.75549001,3.698600157,7.692939357,0.49856414,8.25808708
23/04/2018,Danube,7.374357302,26.31239305,2.727189571,0.344427967,2.256732738,10.27573444,0.476702966,7.735070947
30/04/2018,Amazon,6.918035414,24.82554866,3.230721121,0.434323458,3.865672566,12.74821482,0.611779108,6.627044231
30/04/2018,Nile,7.482462338,24.93881426,2.890735127,0.686350606,3.738864597,6.571265148,,6.163547782
30/04/2018,Yangtze,7.326365379,24.76170331,3.857607914,0.866503341,4.535005586,13.2105443,0.521437356,7.679436193
30/04/2018,Mississippi,7.832159321,24.73285691,4.244094919,0.486575979,3.539741295,10.64067936,0.524195316,8.497601315
30/04/2018,Danube,7.40262085,24.03380826,2.922316062,0.420269923,1.485608005,10.09627052,0.649689688,7.170444074
07/05/2018,Amazon,6.871215073,25.87766466,2.014293005,0.601384864,2.499179031,14.63722041,0.588134233,6.487350219
07/05/2018,Nile,7.425289088,18.79643756,3.643922775,0.611945633,3.615871979,7.238191662,0.532351649,8.509582576
07/05/2018,Yangtze,6.970257395,26.41498365,3.827991092,0.821222978,4.499677353,,0.416146993,7.257577127
07/05/2018,Mississippi,7.944197247,22.81687731,3.192359451,0.66213961,3.401099922,10.85072076,0.507403503,6.826112525
07/05/2018,Danube,7.550105585,23.70300002,2.893567004,0.443097595,1.655516456,8.367889861,0.514106483,7.478894744
14/05/2018,Amazon,7.222421747,25.133943,1.630719627,0.506985415,2.859567898,8.364246322,0.404060663,7.096336485
14/05/2018,Nile,7.502214877,25.71066371,2.515266895,0.712918276,4.797922531,11.01709726,0.60904356,8.780495921
14/05/2018,Yangtze,7.336722957,21.81794945,5.073507876,0.693892787,4.669145943,14.23912378,0.485875675,6.391600349
14/05/2018,Mississippi,7.694239026,21.24352698,3.248942153,0.733955698,3.533436886,13.73877046,0.47459933,8.654805922
14/05/2018,Danube,7.315402717,23.18257067,2.996011945,0.654565119,2.438841009,9.595554877,0.345648959,8.161514563
21/05/2018,Amazon,7.176608945,24.45924257,1.85046944,0.572864293,3.520872754,12.3283727,0.531269216,8.308461199
21/05/2018,Nile,7.504835832,21.09595804,2.21332403,0.656270923,4.041205724,9.90391871,0.442486955,7.855317014
21/05/2018,Yangtze,7.243505181,24.68994897,4.138853669,0.694530796,5.406766471,,0.453254895,6.994175563
21/05/2018,Mississippi,8.032574159,24.79404046,3.472310593,0.627555933,3.384341065,9.708266133,0.59557111,6.990731357
21/05/2018,Danube,7.079833341,23.08170676,3.296051432,0.389925528,3.195524178,12.79219441,0.391175937,7.751544796
28/05/2018,Amazon,7.052411172,23.82204152,2.797173735,0.437126064,3.732617381,10.44144247,0.5130948,7.332087605
28/05/2018,Nile,7.426055079,19.95597944,2.324527691,0.662029293,5.077414432,11.22056481,0.561131517,7.369036473
28/05/2018,Yangtze,7.389596186,24.61166616,5.106458637,0.822723273,4.854037324,10.37018988,0.48927283,7.889431835
28/05/2018,Mississippi,7.682133327,21.65436032,3.688056547,0.636125387,,12.85558499,0.634808373,6.348973743
28/05/2018,Danube,7.418360466,23.55152374,2.697815586,0.463731927,1.739859783,14.21893692,0.360565956,7.3968423
04/06/2018,Amazon,6.796128805,22.0354081,2.521416062,0.53032825,3.193097338,9.391824555,0.469824513,7.33667996
04/06/2018,Nile,7.240340203,21.02114893,2.511171013,0.778894181,4.171547663,15.66833234,0.608458191,
04/06/2018,Yangtze,7.501054221,22.24772219,5.366900391,0.739499726,5.440701135,10.82875923,0.496134431,8.201871836
04/06/2018,Mississippi,7.670677065,21.0647629,3.93698764,0.681370564,3.846528826,10.61302377,0.592058487,8.177436043
04/06/2018,Danube,7.477905969,20.53667468,3.244952384,0.376299206,2.228767923,8.306345024,0.424743057,8.214875694
11/06/2018,Amazon,7.01555694,23.45577265,1.382010168,0.660247259,2.83450661,11.11702088,0.644036913,8.904316172
11/06/2018,Nile,7.400588331,24.29547035,2.649397976,0.785058408,3.760357333,13.20952382,0.313328163,7.785364232
11/06/2018,Yangtze,7.33658956,21.09198282,4.012215554,0.600155043,4.485979046,8.311689441,0.370947329,7.166038778
11/06/2018,Mississippi,7.812448732,23.11497654,4.115665088,0.540738689,4.784739519,10.42615657,0.482150627,7.10163257
11/06/2018,Danube,7.422988338,22.49452166,2.924766677,0.464021484,2.466155653,9.853275278,0.527368843,6.672086858
18/06/2018,Amazon,7.057951153,15.43546807,1.976486766,0.30342305,3.852167478,8.487383635,0.5467364,8.758160888
18/06/2018,Nile,7.313960331,21.63218309,3.994316068,0.797526055,4.213565257,7.816246769,0.540832842,9.507754163
18/06/2018,Yangtze,7.596729623,18.15397925,4.69351877,0.859657639,3.665141916,9.518114736,0.456852387,7.159875657
18/06/2018,Mississippi,7.753476775,21.38619834,3.289629209,0.614244792,3.039078628,11.33383283,0.397039482,5.957054039
18/06/2018,Danube,7.537801749,,3.261596746,0.473681992,2.634024142,8.591560576,0.651274029,5.893926029
25/06/2018,Amazon,7.109386509,22.68321486,2.39862172,0.566840504,2.525630364,13.34152702,0.495399732,8.993866999
25/06/2018,Nile,7.707139505,21.07478599,3.299876602,0.523003063,4.432337659,8.04013019,0.472999746,8.054635486
25/06/2018,Yangtze,7.089095153,20.99416827,3.537462433,0.680295875,4.655196753,12.06183545,0.573272249,10.01473126
25/06/2018,Mississippi,7.736639453,18.82126078,3.636964135,0.497284518,3.875987474,11.59398312,0.434403977,9.348787756
25/06/2018,Danube,7.391849438,20.89027661,2.179400931,0.3905972,1.989853934,10.15646312,0.557831263,7.774312603
02/07/2018,Amazon,7.111012838,19.65522342,1.469753401,0.507798086,2.892137191,4.627397367,0.482773717,8.279313616
02/07/2018,Nile,7.648760768,19.92376128,3.94323192,0.595693614,3.675828952,7.45403541,0.536246177,9.998014964
02/07/2018,Yangtze,7.157473194,23.08970579,4.524170941,0.70495658,4.746746144,10.47983534,0.445082162,7.97134662
02/07/2018,Mississippi,8.239408073,21.36538376,3.621257046,0.417051687,3.772241292,9.936248991,0.431525541,7.533818606
02/07/2018,Danube,6.895431388,18.55610709,2.237211295,0.494870942,2.216602274,13.27725745,0.317317393,8.353633664
09/07/2018,Amazon,6.902804764,20.04038578,2.112552083,0.550356851,3.557448233,8.229048835,0.556160857,6.319482877
09/07/2018,Nile,7.452667352,18.6726787,3.790550935,0.689141763,3.477764109,14.13509411,0.521863984,6.356062441
09/07/2018,Yangtze,6.957140771,17.30555583,4.367479513,0.835247327,5.543867268,8.497123359,0.560917383,8.306252808
09/07/2018,Mississippi,7.775937632,17.28296612,2.737294551,0.670349062,2.713261753,6.833271101,0.515208025,8.419979606
09/07/2018,Danube,7.719502426,19.52450361,2.626864277,0.316130418,2.502016305,11.23410675,0.404751474,7.56058486
16/07/2018,Amazon,7.010428929,23.69610741,1.98702577,0.397390596,3.028099578,9.71152872,0.558799645,6.759192273
16/07/2018,Nile,7.710323161,23.40607297,3.179408642,0.652855817,4.327380205,11.40357826,0.384597109,7.774751969
16/07/2018,Yangtze,7.113596092,17.18318112,3.473585873,0.849359174,4.665717404,10.11677956,0.557131026,5.282132488
16/07/2018,Mississippi,7.582949375,15.57836345,3.733699034,0.506450975,3.056243859,14.32907179,0.440167445,8.658878437
16/07/2018,Danube,7.058151302,17.87291026,1.963703465,0.347464272,2.30993854,14.36578014,0.304444782,9.091298222
23/07/2018,Amazon,6.719552852,17.33296695,1.481043974,0.581188451,3.560465427,5.830078336,0.506332751,6.999769269
23/07/2018,Nile,7.49514733,20.96280251,2.229870729,0.66295752,3.860531404,8.031729601,0.629362953,8.596130398
23/07/2018,Yangtze,7.020945076,18.15984663,3.958051353,0.710332815,4.893728074,7.529008785,0.34016095,8.328428574
23/07/2018,Mississippi,7.707605039,18.19239154,3.147502194,0.697481767,3.184118365,10.8550873,0.496580159,8.47428479
23/07/2018,Danube,7.195853923,21.11727287,2.791190364,0.500613075,2.793480235,10.01304349,0.409754409,8.086830159
30/07/2018,Amazon,7.08853139,18.4957827,1.056460487,0.447126028,2.784720442,8.294943062,0.3836595,7.655372035
30/07/2018,Nile,7.797319629,18.77406864,3.953326105,0.768225961,4.387052001,5.484626189,0.662387629,7.972948206
30/07/2018,Yangtze,7.181895084,19.10968774,3.926033592,0.59454283,4.556472018,,0.514177004,6.268272744
30/07/2018,Mississippi,7.384472275,16.76373428,4.183094774,0.498681584,3.886501836,9.661079215,0.372009714,7.720128772
30/07/2018,Danube,7.167913133,17.63812777,2.841313003,0.643305074,2.446634766,10.82645056,,9.021699565
06/08/2018,Amazon,6.711655632,15.23091177,2.350209166,0.636321725,2.501990733,8.745110141,0.397261589,9.556579184
06/08/2018,Nile,7.258719747,17.88735553,2.504712993,0.534224184,4.624828993,10.16794529,0.687470354,7.535953688
06/08/2018,Yangtze,7.523692252,14.67419662,3.587658492,0.990473193,5.308338883,,0.434855157,8.543578346
06/08/2018,Mississippi,7.977476634,15.77997373,3.185971958,0.607081689,2.945270559,12.93585614,0.347427935,9.206953278
06/08/2018,Danube,7.074734345,17.00846057,2.513629326,0.31388106,1.913924614,4.908078401,0.322856999,9.068711232
13/08/2018,Amazon,7.294829066,18.38865835,2.546956681,0.476548092,2.471949542,11.68009996,0.627667003,
13/08/2018,Nile,7.286967497,19.75546529,3.594369441,0.825176425,,10.86991538,0.477850025,10.8138984
13/08/2018,Yangtze,6.97674028,17.90794512,3.740848482,0.738137159,4.833093471,8.266256271,0.461180248,7.882590405
13/08/2018,Mississippi,7.355957035,14.34367602,3.298587844,0.549318323,3.639315344,13.35109319,0.461248636,8.104056225
13/08/2018,Danube,6.966681999,14.99246701,1.128446849,0.556630085,1.729508292,9.342893184,0.481486592,8.228429329
20/08/2018,Amazon,7.120982525,17.43877598,2.11515688,0.411496894,2.651359395,7.959571239,0.453052454,8.481366032
20/08/2018,Nile,7.578738285,16.53493835,3.873128151,0.513010728,3.391598788,13.58966302,0.28357597,9.374577657
20/08/2018,Yangtze,6.808015173,16.2422959,4.025243803,0.771536542,4.806492217,12.17515915,0.516437065,7.877661252
20/08/2018,Mississippi,7.802950361,14.38071882,3.376597144,0.46980517,3.336902464,8.795559337,0.495478233,9.873147482
20/08/2018,Danube,,13.85550328,3.947473255,0.39193686,2.813826141,12.93423016,0.583473972,7.932032899
27/08/2018,Amazon,7.384804779,13.81777553,1.650581271,0.448276499,3.350062331,9.756839389,0.323698126,7.404488193
27/08/2018,Nile,7.682807078,13.99596071,1.776734995,0.68036633,4.088587115,11.04040235,0.498808971,9.670111366
27/08/2018,Yangtze,7.363710099,,3.749538922,0.594464535,4.667277243,10.13400767,0.48623053,9.312726804
27/08/2018,Mississippi,7.180880725,15.9304552,3.084230731,0.614792102,4.028546836,14.04133116,0.549798569,8.994290577
27/08/2018,Danube,6.815258158,13.82841575,3.074574965,0.437358771,1.804621598,10.46890808,0.539999223,10.00324527
03/09/2018,Amazon,6.989943518,15.08234581,1.324362885,0.377289889,3.286685608,5.3774144,0.441484478,9.164122858
03/09/2018,Nile,7.538961664,15.40802855,2.823885613,0.565741572,5.11397266,,0.389972325,6.832698181
03/09/2018,Yangtze,7.114945579,12.63566957,4.294344983,0.805399638,5.099551198,7.264962328,0.450581247,9.937575734
03/09/2018,Mississippi,7.5934483,13.59775554,3.791441922,0.560125627,3.553682893,9.168025488,0.484310204,6.833512436
03/09/2018,Danube,7.209965675,,2.295859343,0.447325866,1.65329425,10.21779973,0.486577978,9.840630418
10/09/2018,Amazon,6.812179489,17.72913161,2.205735257,0.260606482,3.074727086,7.46880253,0.5060905,6.941513146
10/09/2018,Nile,7.090544776,12.64131975,3.226609724,0.528358828,3.23418168,5.531117284,0.421920116,9.740854232
10/09/2018,Yangtze,6.901311839,13.6370011,3.567312466,0.882715478,4.723287182,7.225231316,0.601130184,9.499698484
10/09/2018,Mississippi,7.809878864,18.31398702,3.459841251,0.562817561,3.011262071,9.054605329,0.587772075,8.141517354
10/09/2018,Danube,7.175790013,16.34370792,2.571301721,0.326236088,2.219222521,9.893521692,0.453014068,9.047133346
17/09/2018,Amazon,6.912033011,14.23137893,1.794520875,0.391357726,2.380131474,8.436577369,0.330197625,8.379044279
17/09/2018,Nile,7.44408113,16.68735148,3.956297192,0.593640932,4.239585452,11.06814066,0.347432386,9.426696027
17/09/2018,Yangtze,7.266450153,14.53829876,3.000714248,,5.456400685,7.712662545,0.517889386,8.327089752
17/09/2018,Mississippi,7.697961419,10.15911278,3.709567789,0.502328295,2.611913741,8.397113919,0.437731364,9.551725107
17/09/2018,Danube,7.398659744,12.12495365,1.830964434,0.257518528,1.999170182,9.036078629,0.404955272,8.765326805
24/09/2018,Amazon,6.781497018,16.57616569,2.036706911,0.644878693,3.354189053,9.761812474,0.40646193,8.027951747
24/09/2018,Nile,7.659095124,15.40204454,3.144610199,0.650846152,3.264066002,10.5937945,0.362984905,9.362920005
24/09/2018,Yangtze,7.471129968,14.27741089,4.536963799,0.791794571,5.35691708,7.854541626,0.239498715,8.499707064
24/09/2018,Mississippi,7.473014771,16.76567916,3.641537818,0.665201788,3.887098485,11.26247716,0.734155946,7.314973987
24/09/2018,Danube,7.505644853,12.72141315,1.80477092,0.354407795,2.635118272,11.04419172,0.367332771,8.993978171
01/10/2018,Amazon,7.114720135,15.1347727,1.017940626,0.460904423,2.354940448,5.877843217,0.486799403,7.624045194
01/10/2018,Nile,7.2968435,15.24394992,2.256909227,0.648349588,4.030263521,10.73818469,0.429173825,9.658524039
01/10/2018,Yangtze,7.475302128,14.5580731,3.434673979,0.730363218,5.38947774,13.29549675,0.420537915,8.961922657
01/10/2018,Mississippi,7.725060717,14.06428506,,0.717804129,3.84885865,8.904954582,0.21939775,8.181210984
01/10/2018,Danube,7.063391652,13.02174427,2.076540627,0.382191159,2.475429919,9.19524878,0.441784209,8.930614565
08/10/2018,Amazon,,14.98059521,2.383131971,0.299710584,2.744809967,9.137996342,0.658557565,9.422582716
08/10/2018,Nile,7.123036198,15.07815481,2.069892911,0.576302273,4.286280442,11.58813394,0.620023843,8.892325347
08/10/2018,Yangtze,7.213408846,15.29699954,4.47848289,0.721293859,5.163267183,9.417868355,0.264856721,10.48260391
08/10/2018,Mississippi,7.870107528,11.67512036,3.610257812,0.617348782,3.813044537,9.865862472,0.399073564,9.424611399
08/10/2018,Danube,,15.79314114,2.416327578,0.487144291,2.208654784,10.11914289,,7.021529756
15/10/2018,Amazon,7.226151109,15.97042877,1.852849319,0.48888925,3.994483459,9.982998725,0.495272284,8.577583046
15/10/2018,Nile,7.374534878,10.86542084,3.363014182,0.637949303,3.477225113,6.811059897,0.564910103,10.02791213
15/10/2018,Yangtze,7.209326872,18.4846413,3.971105597,0.84558171,5.129875392,,0.385826078,6.98594582
15/10/2018,Mississippi,7.484850981,16.2583319,3.665769478,0.494099306,3.836379173,11.94723284,0.548850728,7.564796136
15/10/2018,Danube,7.176736367,16.13593092,3.423863478,0.353299725,1.982543884,6.748972875,0.371896351,9.008263113
22/10/2018,Amazon,7.029210422,12.97510663,2.366297969,0.366921932,3.552492548,10.52401091,,8.004856701
22/10/2018,Nile,7.581662752,15.74819108,3.274907977,0.351913669,3.585612065,9.127903711,,8.019451246
22/10/2018,Yangtze,7.433971606,11.05843482,,0.818822458,4.488408645,10.0601745,0.346052741,8.936347683
22/10/2018,Mississippi,7.916749236,13.97092266,2.636150062,0.509087808,4.124745838,10.0891121,0.37103093,10.54878315
22/10/2018,Danube,7.410145916,16.27287859,2.306183377,0.49870752,2.11202491,10.05107288,0.535530009,8.566077176
29/10/2018,Amazon,7.20269358,12.24425485,1.805745162,0.442523251,,9.140304947,0.45922808,7.755853978
29/10/2018,Nile,7.532412871,17.10156958,2.358295231,0.644902833,3.825359364,9.945302806,0.302858483,8.953638399
29/10/2018,Yangtze,7.454091251,14.06485334,3.649773136,0.904759828,4.112460379,11.63535791,0.419233883,7.263349136
29/10/2018,Mississippi,8.045037725,13.5255997,3.207722823,,3.247445809,11.01628314,0.589187942,8.209048981
29/10/2018,Danube,7.534931116,9.891618186,2.675120883,0.419806898,2.401287786,12.64489298,0.453919836,8.56082987
05/11/2018,Amazon,6.752462041,13.88994075,1.371871316,0.499971213,1.805150946,11.25516811,0.537288952,8.92385255
05/11/2018,Nile,7.506790598,15.82490498,1.557113083,0.680036794,3.723504714,10.74590685,0.50432904,8.08043942
05/11/2018,Yangtze,6.888178709,13.84564152,4.4134742,0.690755353,4.565111486,10.31712459,0.352992154,7.461079168
05/11/2018,Mississippi,7.678446218,13.0973092,4.111672316,0.543716052,3.720728108,10.38721515,0.578347346,6.76553856
05/11/2018,Danube,7.446218015,19.04207528,3.500998421,0.394081452,3.202677996,9.931871224,0.504078293,8.953775483
12/11/2018,Amazon,6.960686273,16.1367671,2.902171539,0.542200874,2.912592922,7.133581998,0.386032339,8.327356106
12/11/2018,Nile,7.352721783,17.75166865,2.05221348,0.480870629,4.064522744,9.146188141,0.513758097,7.923741964
12/11/2018,Yangtze,7.295140373,16.25366758,4.865545636,0.849544499,4.568175181,8.911741844,0.463003243,7.388331902
12/11/2018,Mississippi,7.552076043,17.90878425,4.542700741,0.517340125,3.222647656,9.18247479,0.406827266,8.002210487
12/11/2018,Danube,7.042300429,15.07951488,2.185402584,0.435638079,2.900087333,8.462057022,0.439157652,8.579163258
19/11/2018,Amazon,6.75823175,17.1797097,1.960526193,0.482362633,3.069322152,10.13889133,0.531361406,7.745761138
19/11/2018,Nile,7.510401759,18.43152474,2.85899682,0.673790474,3.95311034,12.09551923,0.431753447,7.400738102
19/11/2018,Yangtze,7.07109577,17.7724491,3.34316917,0.549127017,4.616493937,13.18810897,0.384008781,7.952338479
19/11/2018,Mississippi,7.566556365,16.36402335,3.190969784,0.606457242,3.086052629,13.79687068,0.367118846,8.663905506
19/11/2018,Danube,7.375070575,17.8615557,1.905532185,0.397105982,2.988796659,7.815988789,0.391701153,7.23565024
